problem, drat-user-time/s, drat-sys-time(s), drat-wall-time/s, drat-mem/KiB, gratgen-j1-user-time/s, gratgen-j1-sys-time(s), gratgen-j1-wall-time/s, gratgen-j1-mem/KiB, gratchk-j1-user-time/s, gratchk-j1-sys-time(s), gratchk-j1-wall-time/s, gratchk-j1-mem/KiB, gratgen-j4-user-time/s, gratgen-j4-sys-time(s), gratgen-j4-wall-time/s, gratgen-j4-mem/KiB, gratchk-j4-user-time/s, gratchk-j4-sys-time(s), gratchk-j4-wall-time/s, gratchk-j4-mem/KiB, gratgen-j8-user-time/s, gratgen-j8-sys-time(s), gratgen-j8-wall-time/s, gratgen-j8-mem/KiB, gratchk-j8-user-time/s, gratchk-j8-sys-time(s), gratchk-j8-wall-time/s, gratchk-j8-mem/KiB, gratgen-j12-user-time/s, gratgen-j12-sys-time(s), gratgen-j12-wall-time/s, gratgen-j12-mem/KiB, gratchk-j12-user-time/s, gratchk-j12-sys-time(s), gratchk-j12-wall-time/s, gratchk-j12-mem/KiB, gratgen-j16-user-time/s, gratgen-j16-sys-time(s), gratgen-j16-wall-time/s, gratgen-j16-mem/KiB, gratchk-j16-user-time/s, gratchk-j16-sys-time(s), gratchk-j16-wall-time/s, gratchk-j16-mem/KiB, 
stone-width3chain-nmarkers-10_shuffled, 202.5,   0.4, 203.1,  383612.0, 146.7,   2.4, 150.7,  621068.0,   6.3,   0.8,   7.1, 2976000.0, 219.2,   2.7,  78.5, 1308644.0,   5.1,   0.8,   5.9, 2976020.0, 346.4,   3.2,  70.4, 2286288.0,   5.1,   0.8,   5.9, 2975976.0, 463.4,   3.6,  67.1, 3268200.0,   5.1,   0.8,   5.9, 2976096.0, 733.4,   4.2,  75.8, 4248596.0,   5.0,   0.8,   5.8, 2976076.0, 
total-10-13-u, 820.4,   0.9, 821.4,  471416.0, 516.4,   3.3, 531.0, 1293820.0,  31.3,   4.4,  35.8, 16082848.0, 607.6,   3.9, 187.5, 2461172.0,  31.0,   4.5,  35.5, 16005016.0, 846.0,   4.9, 145.0, 4040372.0,  30.5,   4.4,  34.9, 15966024.0, 1093.4,   6.1, 133.0, 5699000.0,  31.2,   4.3,  35.6, 16213928.0, 1335.6,   7.6, 126.9, 7325124.0,  31.3,   4.3,  35.6, 16052040.0, 
arcfour_initialPermutation_6_14,  61.0,   0.1,  61.3,  137380.0,  97.8,   3.0, 124.9, 1685928.0,  86.4,  11.8, 110.8, 24904520.0, 117.6,   3.0,  71.2, 1864524.0,  85.1,  11.4,  96.5, 24883640.0, 179.2,   3.4,  66.7, 2107176.0,  87.3,  11.7, 111.8, 24925352.0, 206.7,   3.5,  63.9, 2348640.0,  87.1,  11.8, 111.7, 24887784.0, 246.7,   4.0,  61.7, 2584560.0,  87.6,  12.1, 111.8, 24867540.0, 
barman-pfile07-028.sas.ex.15, 106.2,   2.1, 108.5, 1616528.0,  96.5,   2.6, 100.2, 3117472.0,   9.6,   1.2,  10.8, 4606836.0, 107.5,   3.8,  86.9, 6443600.0,   9.5,   1.2,  10.7, 4600464.0, 125.2,   5.1,  81.8, 12705320.0,   9.2,   1.1,  10.2, 4073736.0, 145.6,   6.8,  83.5, 18961596.0,  10.0,   1.2,  11.2, 4719496.0, 166.1,   8.9,  86.3, 25205316.0,   9.4,   1.2,  10.7, 4629328.0, 
peb-pyrofpyr-14-neq-3_shuffled, 7341.6,   0.6, 7341.0,  377668.0, 4417.0,   2.4, 4420.0,  668144.0,   5.4,   0.8,   6.2, 2953560.0, 8565.4,   3.5, 2155.9, 1458352.0,   5.2,   0.8,   6.1, 2959672.0, 10152.4,   3.8, 1285.6, 2552168.0,   5.3,   0.8,   6.1, 2967816.0, 13494.6,   4.8, 1142.1, 3637256.0,   5.2,   0.8,   6.1, 2961728.0, 18426.0,   8.2, 1171.9, 4706540.0,   5.1,   0.9,   6.0, 2959624.0, 
UR-15-10p0, 1246.7,   0.8, 1247.6,  504108.0, 1017.1,   2.2, 1032.6, 1219808.0,  25.9,   3.5,  29.5, 11573600.0, 1245.5,   2.9, 341.4, 2611540.0,  26.0,   3.6,  29.6, 11643944.0, 1621.9,   4.5, 237.6, 4483160.0,  25.3,   3.5,  28.8, 11557544.0, 1910.9,   5.8, 195.5, 6407516.0,  25.1,   3.6,  28.6, 11464284.0, 2438.9,   7.8, 191.0, 8333224.0,  25.8,   3.5,  29.5, 11540424.0, 
9dlx_vliw_at_b_iq4.used-as.sat04-345, 1741.8,   0.7, 1742.6,  523660.0, 1774.4,   2.1, 1784.1,  964448.0,   8.5,   1.3,   9.8, 5043016.0, 2385.4,   2.6, 619.5, 2086056.0,   8.3,   1.4,   9.7, 5034792.0, 2912.0,   3.9, 390.9, 3791304.0,   8.4,   1.2,   9.6, 5028724.0, 3447.0,   5.0, 316.1, 5500708.0,   8.3,   1.3,   9.6, 5028656.0, 4673.5,   6.9, 323.0, 7201764.0,   8.3,   1.3,   9.7, 5036844.0, 
Sz512_15127_3.smt2-cvc4, 273.4,   0.4, 273.9,  358528.0, 358.6,   2.5, 369.6,  877552.0,  30.6,   3.5,  34.2, 11233408.0, 446.7,   2.7, 138.7, 1569068.0,  30.4,   3.3,  33.7, 11185436.0, 616.9,   3.2, 107.0, 2490768.0,  30.3,   3.6,  33.9, 11189560.0, 818.4,   3.7,  99.5, 3415880.0,  31.6,   3.5,  35.1, 11196320.0, 1101.5,   4.2, 101.8, 4336968.0,  30.4,   3.4,  33.8, 11178936.0, 
maxxororand032, 184.4,   1.0, 185.7,  748804.0, 194.4,   2.2, 205.3, 1328016.0,  28.7,   3.0,  31.7, 7937448.0, 242.2,   2.9,  99.9, 3033876.0,  27.8,   2.7,  30.5, 7652872.0, 306.0,   3.4,  84.2, 5558988.0,  28.7,   2.9,  31.6, 7890148.0, 361.2,   3.9,  77.7, 8061164.0,  27.6,   2.8,  30.4, 7615912.0, 429.5,   5.0,  77.6, 10586720.0,  28.0,   2.6,  30.6, 7662944.0, 
sokoban-p20.sas.cr.21, 5007.1,   2.3, 5009.0, 1108484.0, 3983.6,   3.3, 3996.0, 2135828.0,  33.1,   4.1,  37.1, 15058828.0, 4999.2,   5.1, 1306.5, 5012284.0,  32.6,   4.0,  36.6, 14995316.0, 6032.2,   7.5, 819.5, 9266928.0,  32.0,   4.2,  36.2, 14899004.0, 7325.1,   9.7, 680.1, 13586404.0,  32.4,   4.1,  36.5, 15017896.0, 9889.3,  13.4, 691.0, 17875188.0,  32.3,   4.1,  36.4, 15028056.0, 
stone-width3chain-nmarkers-11_shuffled, 179.0,   0.5, 179.7,  500544.0, 256.2,   3.7, 262.2,  893892.0,   7.3,   1.3,   8.6, 5026744.0, 407.4,   4.1, 138.7, 1816488.0,   7.3,   1.2,   8.5, 5030776.0, 611.7,   4.7, 118.9, 3171400.0,   7.3,   1.2,   8.5, 5030684.0, 829.7,   5.1, 113.8, 4527984.0,   7.2,   1.3,   8.5, 5028696.0, 1328.5,   6.0, 129.3, 5881760.0,   7.3,   1.3,   8.6, 5030816.0, 
newton.2.2.i.smt2-cvc4, 2166.7,   0.9, 2167.5,  339616.0, 1711.5,   1.4, 1722.4,  605764.0,   7.4,   0.9,   8.3, 3445068.0, 2113.9,   2.1, 542.7, 1394272.0,   7.3,   1.0,   8.3, 3473720.0, 2402.6,   3.0, 316.7, 2491244.0,   7.3,   0.9,   8.2, 3471720.0, 2729.8,   4.2, 245.4, 3581872.0,   7.3,   0.9,   8.2, 3483984.0, 3577.2,   5.6, 242.7, 4667172.0,   7.4,   0.9,   8.3, 3465524.0, 
snw_16_8_preOpt_pre, 211.5,   0.4, 212.2,  311376.0, 222.2,   0.8, 223.8,  588960.0,   4.0,   0.8,   4.7, 1991744.0, 334.9,   1.2,  92.2, 1319888.0,   4.1,   0.7,   4.7, 1991684.0, 477.5,   2.2,  69.5, 2400608.0,   4.1,   0.7,   4.8, 1991708.0, 592.6,   3.9,  60.2, 3470944.0,   4.0,   0.7,   4.7, 1991752.0, 824.6,   5.9,  63.6, 4538444.0,   4.1,   0.7,   4.8, 1991680.0, 
q_query_3_L200_coli.sat, 1326.0,   1.7, 1327.8,  776656.0, 837.2,   2.0, 852.1, 1290416.0,   7.6,   1.3,   8.9, 4719204.0, 976.6,   3.4, 270.0, 3146368.0,   7.5,   1.3,   8.8, 4719236.0, 1225.7,   5.4, 184.0, 5687600.0,   7.5,   1.3,   8.9, 4719408.0, 1558.3,   7.6, 163.6, 8214228.0,   7.6,   1.3,   8.9, 4719188.0, 2004.4,  11.0, 162.3, 10726792.0,   7.4,   1.4,   8.8, 4719200.0, 
k2mul.miter, 711.2,   0.6, 712.1,  437936.0, 884.6,   3.0, 900.5, 1424504.0,  45.3,   5.3,  55.4, 19230604.0, 1070.0,   3.8, 306.8, 2387176.0,  45.0,   5.1,  50.1, 19285808.0, 1540.6,   4.8, 236.1, 3667592.0,  44.7,   4.9,  49.6, 19289884.0, 2108.0,   5.7, 221.0, 4954364.0,  45.1,   5.2,  50.3, 19355456.0, 2741.1,   6.6, 218.0, 6272328.0,  45.2,   5.0,  50.2, 19365800.0, 
velev-vliw-uns-2.0-uq5, 2585.5,   1.5, 2587.1,  680196.0, 2594.4,   2.8, 2608.6, 1271900.0,  14.2,   2.1,  16.3, 4828036.0, 3170.8,   3.9, 827.5, 2817724.0,  14.1,   2.0,  16.1, 4827876.0, 4068.9,   5.8, 549.2, 5120736.0,  14.2,   1.8,  16.0, 4827908.0, 4910.6,   7.0, 451.9, 7412108.0,  14.1,   2.0,  16.1, 4827808.0, 6676.8,  10.3, 462.4, 9693424.0,  14.0,   2.0,  16.1, 4827956.0, 
schup-l2s-bc56s-1-k391, 5511.1,   1.5, 5512.0,  587572.0, 4859.3,   3.1, 4870.0, 1342388.0,  28.7,   3.4,  32.1, 10787712.0, 5855.6,   5.0, 1494.9, 2736848.0,  27.6,   3.4,  31.1, 10487576.0, 6807.1,   6.9, 886.8, 4755584.0,  27.4,   3.5,  30.9, 10625264.0, 7950.4,   8.2, 701.1, 6805684.0,  27.6,   3.3,  30.9, 10645792.0, 10294.8,  11.0, 685.2, 8809024.0,  28.1,   3.4,  31.5, 10682336.0, 
snw_13_8_CCSEncnopre, 651.3,   0.3, 651.8,  243900.0, 676.1,   1.7, 682.9,  610376.0,  17.9,   2.3,  20.2, 5119880.0, 944.5,   2.0, 252.8, 1038104.0,  17.9,   2.2,  20.1, 5103672.0, 1338.9,   2.6, 184.7, 1604108.0,  17.9,   2.1,  20.1, 5101568.0, 1708.5,   3.3, 160.3, 2195136.0,  17.7,   2.2,  19.9, 5101592.0, 2141.6,   3.9, 152.5, 2791144.0,  17.7,   2.3,  20.0, 5105720.0, 
newton.2.3.i.smt2-stp212, 564.6,   0.6, 565.5,  481444.0, 483.6,   1.5, 487.2,  830016.0,   7.4,   0.8,   8.2, 3399952.0, 660.1,   2.1, 185.3, 1949536.0,   7.1,   0.9,   8.0, 3379528.0, 777.2,   3.1, 120.8, 3597388.0,   7.5,   1.0,   8.5, 3551488.0, 860.5,   4.5,  97.2, 5223880.0,   7.4,   0.9,   8.3, 3486056.0, 1056.5,   5.2,  93.3, 6850796.0,   7.6,   1.0,   8.6, 3561704.0, 
newton.4.3.i.smt2-stp212, 654.0,   0.8, 660.1,  480808.0, 519.5,   1.8, 524.6,  828832.0,  11.3,   1.4,  12.8, 5710660.0, 702.6,   2.5, 198.3, 2006632.0,  11.4,   1.4,  12.8, 5784480.0, 834.5,   3.3, 130.3, 3631948.0,  11.6,   1.4,  13.0, 5809032.0, 932.3,   4.3, 105.6, 5240932.0,  11.6,   1.4,  13.0, 5790580.0, 1132.5,   5.4, 100.4, 6853968.0,  11.2,   1.5,  12.7, 5739312.0, 
ablmulub16x4o, 595.4,   0.4, 596.0,  359232.0, 847.5,   5.4, 874.1, 2532344.0, 104.0,  12.1, 116.1, 27631488.0, 992.1,   5.8, 303.0, 3236000.0, 101.8,  12.0, 113.8, 27746256.0, 1403.3,   6.4, 233.4, 4157948.0, 101.2,  12.0, 113.2, 27686760.0, 1938.5,   7.6, 222.0, 5086744.0, 102.8,  11.6, 114.4, 27725632.0, 2996.1,   9.1, 250.0, 6002860.0, 103.4,  11.9, 115.4, 27613072.0, 
cube-11-h13-unsat, 270.8,   0.4, 271.4,  345268.0, 345.1,   2.3, 361.5, 1284588.0,  44.0,   5.2,  49.2, 19416920.0, 581.1,   2.7, 172.4, 2060864.0,  36.7,   4.3,  41.0, 16658272.0, 766.5,   3.6, 125.1, 3302528.0,  34.6,   4.3,  38.9, 16211848.0, 847.8,   4.8, 100.2, 4475152.0,  31.5,   4.0,  35.5, 14647208.0, 1160.6,   6.8, 105.7, 5840572.0,  36.8,   4.6,  41.5, 16559900.0, 
newton.3.3.i.smt2-stp212, 737.2,   1.0, 738.3,  614572.0, 587.2,   2.0, 592.4, 1128652.0,  11.3,   1.4,  12.8, 5761864.0, 782.2,   2.6, 223.3, 2582784.0,  11.1,   1.4,  12.5, 5729072.0, 914.6,   3.4, 146.5, 4747544.0,  11.0,   1.4,  12.4, 5739424.0, 1038.6,   4.8, 121.2, 6898124.0,  11.3,   1.4,  12.7, 5741448.0, 1249.6,   6.1, 114.5, 9036124.0,  11.0,   1.4,  12.4, 5692208.0, 
1dlx_c_iq57_a, 1508.5,   1.6, 1510.3, 1136660.0, 1384.1,   3.9, 1404.1, 2040236.0,  12.3,   2.0,  14.3, 4754676.0, 1738.1,   5.8, 474.8, 4694184.0,  12.3,   2.1,  14.4, 4752840.0, 2209.5,   9.6, 323.6, 8608672.0,  12.2,   2.0,  14.2, 4754620.0, 2700.4,  13.8, 277.1, 12498256.0,  12.2,   2.0,  14.2, 4754832.0, 3542.6,  20.3, 277.5, 16379880.0,  12.4,   1.9,  14.4, 4752632.0, 
stone-width3chain-nmarkers-12_shuffled, 632.1,   0.8, 633.1,  697068.0, 501.5,   5.6, 510.0, 1284676.0,  10.0,   1.8,  11.8, 4784076.0, 818.5,   5.9, 265.9, 2646088.0,  10.0,   1.8,  11.8, 4780176.0, 1171.2,   6.8, 216.8, 4636844.0,  10.0,   1.7,  11.7, 4782724.0, 1575.8,   7.6, 205.3, 6627088.0,  10.0,   1.7,  11.7, 4786140.0, 2425.9,   8.8, 229.9, 8610616.0,  10.0,   1.7,  11.8, 4782420.0, 
rpoc_xits_08_UNSAT, 518.0,   0.6, 518.8,  457220.0, 536.2,   4.3, 553.6, 1436492.0,  45.7,   6.7,  52.4, 26691616.0, 621.3,   4.7, 195.4, 2379928.0,  45.6,   6.2,  51.8, 26664948.0, 822.6,   5.7, 147.0, 3637804.0,  45.2,   7.0,  52.2, 26660828.0, 1036.0,   6.1, 132.4, 4893224.0,  45.3,   6.7,  52.0, 26632216.0, 1303.3,   6.8, 129.3, 6150592.0,  45.4,   6.5,  51.9, 26638244.0, 
Schur_161_5_d43, 259.0,   0.9, 260.0,  906040.0, 318.9,   4.1, 332.8, 1720260.0,  43.2,   5.1,  48.3, 19048264.0, 377.0,   4.8, 147.0, 3907224.0,  42.9,   4.8,  47.7, 18997072.0, 471.9,   5.7, 119.0, 6824032.0,  42.7,   4.9,  47.6, 19029848.0, 549.3,   6.4, 108.8, 9736412.0,  42.6,   4.9,  47.5, 19015452.0, 624.1,   7.5, 106.2, 12648356.0,  42.7,   4.9,  47.6, 18988940.0, 
ablmulub2x32o, 1600.4,   1.1, 1601.4,  797028.0, 1726.5,   9.9, 1781.1, 4562440.0, 189.1,  27.5, 237.2, 77132176.0, 2038.6,  11.9, 629.3, 6378904.0, 185.9,  64.4, 250.3, 77215176.0, 2700.2,  14.5, 468.6, 8759736.0, 185.4,  27.8, 213.4, 76908684.0, 3625.3,  15.9, 422.3, 11167192.0, 187.2,  27.8, 235.3, 76893980.0, 5240.1,  18.2, 466.4, 13593476.0, 186.8,  22.0, 208.8, 77239640.0, 
newton.2.3.i.smt2-cvc4, 5434.0,   1.8, 5435.0,  640992.0, 4445.9,   3.2, 4453.0, 1208660.0,  16.1,   2.0,  18.1, 4834108.0, 5111.3,   4.5, 1308.8, 2780072.0,  16.1,   2.1,  18.2, 4833972.0, 5740.9,   6.0, 752.9, 4947076.0,  16.1,   2.0,  18.0, 4835956.0, 6724.0,   8.0, 598.3, 7135680.0,  15.9,   2.0,  18.0, 4835948.0, 8676.1,  10.3, 582.7, 9311856.0,  16.1,   2.0,  18.2, 4834116.0, 
stone-width3chain-nmarkers-13_shuffled, 1154.6,   1.2, 1155.9,  862292.0, 787.5,   7.7, 800.0, 1654944.0,  15.2,   2.6,  17.8, 6918384.0, 1443.4,   8.3, 457.1, 3451784.0,  15.2,   2.7,  17.8, 6945112.0, 1988.0,   9.5, 358.1, 5913684.0,  15.2,   2.6,  17.8, 6947096.0, 2715.6,  10.7, 341.8, 8407240.0,  15.2,   2.5,  17.7, 6953180.0, 3940.1,  11.8, 367.8, 10963052.0,  15.2,   2.6,  17.9, 6955248.0, 
sokoban-p20.sas.ex.11, 806.0,   6.1, 812.2, 4525248.0, 1239.3,  11.0, 1294.5, 8424248.0, 161.8,  20.8, 182.5, 73737592.0, 2137.6,  18.0, 769.5, 19783024.0, 159.2,  22.0, 204.4, 74014072.0, 2883.1,  22.1, 624.6, 36840032.0, 155.1,  20.0, 175.0, 71627800.0, 3345.3,  28.2, 560.9, 54068844.0, 155.2,  19.6, 174.8, 61620776.0, 4015.0,  34.5, 550.6, 71295380.0, 156.6,  20.9, 199.7, 61506440.0, 
gus-md5-10, 654.2,   0.8, 655.2,  557164.0, 953.3,  16.2, 1109.0, 10771136.0, 668.9, 212.3, 959.3, 125670920.0, 1451.3,  17.1, 597.9, 12151332.0, 647.1,  71.5, 718.7, 125859100.0, 2005.7,  17.6, 505.4, 13994684.0, 632.4,  60.9, 693.3, 125882200.0, 2291.9,  19.4, 454.6, 15821300.0, 631.9,  65.0, 775.0, 126020424.0, 2697.2,  21.0, 463.3, 17653784.0, 638.7,  68.8, 707.5, 125871084.0, 
ACG-20-10p0, 10775.8,   2.7, 10777.0, 1357344.0, 8769.1,   7.1, 8801.0, 3724796.0,  85.5,  11.5,  97.0, 25217364.0, 10840.5,  11.7, 2802.3, 7362880.0,  83.9,  11.3,  95.3, 25215144.0, 13064.6,  15.9, 1736.2, 12397672.0,  82.7,  11.2,  93.9, 24823776.0, 15376.0,  22.3, 1392.0, 17557420.0,  83.1,  11.3,  94.4, 25106760.0, 19502.8,  31.1, 1333.9, 22665876.0,  84.9,  11.1,  96.0, 25010824.0, 
snw_13_8_pre, 2261.1,   0.8, 2262.2,  411820.0, 2007.0,   4.1, 2029.0, 1463748.0,  49.2,   6.4,  55.6, 25384948.0, 3123.8,   5.3, 820.4, 2330644.0,  47.9,   6.4,  54.4, 25333792.0, 4278.6,   6.8, 577.5, 3496296.0,  47.9,   6.5,  54.4, 25311224.0, 5375.7,   8.2, 492.8, 4663884.0,  48.0,   6.3,  54.4, 25305084.0, 7040.6,   9.6, 486.0, 5879772.0,  48.9,   6.5,  55.4, 25337808.0, 
ndhf_xits_09_UNSAT, 919.0,   1.0, 920.2,  700648.0, 847.3,   5.9, 872.8, 2195544.0,  69.0,  11.0,  89.3, 24493956.0, 1036.8,   6.7, 317.9, 3820112.0,  67.3,  10.8,  86.4, 24493888.0, 1445.4,   7.8, 245.3, 5992840.0,  67.7,  11.0,  87.0, 24493912.0, 1877.6,   8.7, 224.4, 8161188.0,  67.4,  10.8,  86.7, 24493836.0, 2509.9,  10.2, 227.0, 10325256.0,  68.2,  10.6,  87.1, 24493908.0, 
ak032diagodiagoisc, 240.8,   1.4, 242.4, 1093136.0, 217.5,   2.7, 222.8, 2026560.0,   9.7,   1.3,  11.0, 5268392.0, 280.3,   3.3, 118.0, 4240256.0,   9.5,   1.3,  10.9, 5215056.0, 348.7,   4.2, 100.0, 7986728.0,   9.4,   1.4,  10.8, 5233488.0, 411.3,   5.2,  94.0, 11745536.0,   9.5,   1.3,  10.8, 5225264.0, 494.6,   6.3,  93.4, 15497656.0,   9.6,   1.3,  10.9, 5235584.0, 
9dlx_vliw_at_b_iq8.used-as.sat04-718, 7245.6,   3.5, 7248.0, 1792888.0, 8248.0,   7.7, 8263.0, 3348628.0,  26.2,   4.1,  30.2, 14142008.0, 13236.5,  16.6, 3407.5, 7296580.0,  26.2,   3.9,  30.0, 14142080.0, 16207.4,  15.8, 2155.8, 13440780.0,  26.1,   4.0,  30.1, 14156284.0, 20707.5,  31.2, 1843.3, 19517524.0,  25.9,   4.1,  30.1, 14117460.0, 27422.2,  40.7, 1858.5, 25589544.0,  25.3,   3.9,  29.2, 13929052.0, 
pop93_shuffled, 151.5,   1.3, 153.0, 1352712.0, 174.9,   5.2, 187.3, 2564220.0,  26.5,   3.5,  30.0, 11368412.0, 233.7,   6.0, 135.3, 5504808.0,  26.3,   3.5,  29.8, 11303000.0, 319.8,   6.9, 128.4, 9974592.0,  26.3,   3.4,  29.6, 11282520.0, 399.2,   8.1, 126.8, 14471664.0,  25.6,   3.5,  29.2, 11143336.0, 475.5,  10.5, 127.5, 18976340.0,  25.9,   3.5,  29.4, 11247736.0, 
stone-width3chain-nmarkers-14_shuffled, 1787.2,   1.6, 1788.7, 1116256.0, 1260.8,   9.6, 1288.1, 2096800.0,  18.4,   3.4,  21.8, 11551296.0, 2325.6,  11.2, 715.3, 4362928.0,  19.0,   3.3,  22.4, 11567712.0, 3074.4,  11.8, 538.1, 7650700.0,  18.3,   3.3,  21.6, 11489880.0, 4186.9,  13.3, 510.9, 10793024.0,  18.3,   3.2,  21.6, 11569672.0, 6007.8,  15.3, 545.4, 13999424.0,  18.3,   3.3,  21.6, 11504176.0, 
eq.atree.braun.11.unsat, 1167.4,   0.6, 1168.1,  605292.0, 1637.9,   6.2, 1665.8, 2068064.0,  73.6,   9.2,  82.8, 24260556.0, 2250.0,   7.4, 645.5, 3384072.0,  72.7,   9.5,  82.2, 24260332.0, 3628.6,   8.5, 547.5, 5134880.0,  72.8,   9.2,  82.0, 24262600.0, 4856.3,  10.0, 503.2, 6879728.0,  72.3,   9.0,  81.2, 24262428.0, 7132.4,  11.3, 545.7, 8616680.0,  73.3,   9.6,  89.1, 24260456.0, 
pop99_shuffled, 188.2,   1.6, 190.0, 1489468.0, 204.6,   5.7, 218.3, 2851216.0,  30.4,   3.9,  34.3, 14458720.0, 289.9,   6.7, 163.3, 6111372.0,  30.1,   3.9,  33.9, 14456620.0, 418.4,   7.7, 156.9, 11177176.0,  29.9,   3.9,  33.8, 14462792.0, 536.2,   9.8, 155.3, 16281720.0,  29.8,   3.9,  33.7, 14432120.0, 652.5,  10.9, 156.2, 21351656.0,  29.8,   3.9,  33.7, 14411668.0, 
sokoban-p16.sas.ex.15, 1225.6,   8.2, 1234.0, 6215212.0, 2076.2,  17.4, 2333.6, 11662340.0, 186.3,  24.4, 210.7, 80119940.0, 2879.5,  23.1, 1031.6, 26529140.0, 184.3,  23.3, 233.2, 80956864.0, 4022.9,  30.5, 864.1, 50231896.0, 184.7,  21.9, 206.7, 80106912.0, 4623.7,  38.1, 773.5, 74077028.0, 186.8,  23.2, 235.7, 80389608.0, 5656.9,  53.5, 1049.8, 97818156.0, 195.2,  24.6, 251.7, 82265568.0, 
Schur_161_5_d42, 632.0,   1.6, 633.9, 1459724.0, 683.9,   7.4, 708.3, 2909488.0,  80.3,  10.5,  96.5, 24295208.0, 833.6,   8.5, 299.4, 6594180.0,  79.4,  10.6,  95.9, 24293132.0, 1039.6,   9.5, 233.1, 11502164.0,  79.1,  10.6,  95.7, 24295304.0, 1278.9,  10.9, 215.7, 16420580.0,  79.3,  10.4,  95.7, 24293300.0, 1648.4,  12.5, 214.9, 21323876.0,  79.1,  10.7,  95.5, 24295312.0, 
9dlx_vliw_at_b_iq9.used-as.sat04-719, 9402.9,   3.9, 9406.0, 2169388.0, 11244.0,   8.8, 11262.0, 4168136.0,  34.1,   4.7,  38.8, 17264552.0, 18203.5,  17.5, 4672.0, 8917716.0,  33.5,   4.5,  38.1, 17153916.0, 22619.6,  24.9, 2966.3, 16314384.0,  34.0,   4.5,  38.5, 17215372.0, 28714.4,  34.1, 2541.3, 23699588.0,  33.4,   4.5,  37.9, 17035056.0, 38758.6,  58.0, 2585.8, 31074244.0,  33.9,   4.6,  38.6, 17256308.0, 
stone-width3chain-nmarkers-15_shuffled, 3037.1,   2.8, 3039.8, 1450192.0, 2039.0,  13.0, 2059.6, 2796004.0,  24.5,   4.0,  28.6, 14649240.0, 3689.4,  14.4, 1106.7, 5788812.0,  24.5,   4.1,  28.6, 14657400.0, 4821.3,  16.3, 814.4, 9969556.0,  24.7,   4.1,  28.8, 14741320.0, 6569.1,  18.0, 770.4, 14169392.0,  24.6,   3.9,  28.5, 14671656.0, 9366.2,  20.4, 814.4, 18381792.0,  24.7,   3.9,  28.6, 14675828.0, 
snw_16_8_pre, 1849.1,   0.5, 1849.7,  553512.0, 1992.9,   3.2, 2001.7, 1243796.0,  22.6,   2.9,  25.5, 8309984.0, 3025.5,   5.2, 784.7, 2628876.0,  22.5,   2.8,  25.3, 8289508.0, 4217.2,   7.9, 559.5, 4676508.0,  22.3,   2.9,  25.1, 8248000.0, 5004.3,  11.2, 451.8, 6702356.0,  22.4,   3.0,  25.4, 8262944.0, 6514.5,  15.0, 443.8, 8719996.0,  22.7,   2.7,  25.4, 8244152.0, 
homer17, 3157.4,   3.1, 3160.3, 2686080.0, 2816.9,  18.8, 2884.0, 6829676.0, 207.9,  72.9, 280.9, 129489624.0, 3494.8,  23.0, 1128.5, 13661704.0, 208.1,  72.4, 280.5, 129422968.0, 4484.7,  27.4, 850.8, 22780844.0, 205.9,  58.9, 264.7, 129528464.0, 5802.3,  31.2, 787.4, 31904320.0, 206.3,  60.6, 266.9, 129478696.0, 7592.2,  34.4, 790.4, 41021268.0, 208.3,  52.0, 260.3, 129530144.0, 
AProVE11-06, 2054.2,   1.1, 2055.5,  760244.0, 2951.6,   8.0, 2986.9, 3293132.0, 118.1,  13.9, 132.1, 36621600.0, 5530.5,   9.8, 1476.5, 5085204.0, 116.6,  14.2, 130.8, 36336868.0, 7108.8,  12.5, 991.4, 7501472.0, 112.0,  13.1, 125.0, 32924216.0, 8206.4,  13.9, 791.2, 9948228.0, 115.1,  13.7, 128.8, 36271544.0, 9534.4,  16.0, 707.9, 12389852.0, 116.8,  13.8, 130.6, 36269440.0, 
test_v7_r17_vr1_c1_s30331.smt2-stp212, 3279.4,   2.9, 3283.4, 1583524.0, 2693.0,   5.4, 2708.6, 2935384.0,  38.2,   4.1,  42.4, 15110036.0, 3227.6,   7.5, 887.9, 6873164.0,  37.4,   4.1,  41.5, 15013728.0, 3875.3,  10.4, 575.7, 12540512.0,  37.7,   4.2,  41.9, 14995228.0, 4538.0,  14.7, 476.5, 18232864.0,  37.7,   4.2,  41.9, 15042472.0, 5736.5,  19.0, 461.4, 23924544.0,  37.3,   4.3,  41.6, 14948236.0, 
rphp4_065_shuffled, 1391.8,   3.8, 1395.5, 2414888.0, 1303.3,  11.1, 1346.6, 4831640.0, 142.6,  21.1, 163.7, 74440148.0, 1962.1,  14.4, 669.7, 11490132.0, 140.3,  20.8, 161.0, 74059220.0, 2804.1,  16.9, 553.6, 20359476.0, 138.9,  20.6, 159.6, 73803128.0, 3688.3,  19.3, 523.9, 29237956.0, 138.3,  20.6, 159.0, 73921892.0, 5185.2,  22.1, 545.9, 38116320.0, 139.2,  20.4, 159.5, 74147272.0, 
